name,zip_code,latitude,longitude,rating,review_count,category,has_online_services,distance,total_pop,median_income,bachelors_degrees,median_age,pct_bachelors
The Forge Gym,84057,40.299581303990585,-111.72924743650124,0.0,0,gyms,0,122903.98554604253,37620.0,80184.0,6026.0,28.3,16.018075491759703
Master Wohlwends Martial Arts,84097,40.2659,-111.679,0.0,0,martialarts,0,118899.43149432768,22024.0,97034.0,3928.0,29.5,17.835088993824918
Wasatch Dance Center,84032,40.5066718,-111.4226591,1.0,1,martialarts,0,98285.73412401142,25328.0,101365.0,4346.0,33.0,17.158875552747947
Shakti,84094,40.5947823387766,-111.8540326,0.0,0,reiki,0,135927.0032540718,28277.0,102881.0,5258.0,35.5,18.59461753368462
Peterson Personal Training,84058,40.29713,-111.74626,0.0,0,healthtrainers,0,124591.16832920616,34706.0,71474.0,5105.0,24.9,14.70927217195874
Pierce Personal Training,84606,40.21498,-111.62758,0.0,0,healthtrainers,0,115446.36729269417,35931.0,52110.0,4057.0,23.2,11.291085692020818
Roosevelt Fitness Center,84066,40.3021786361933,-109.989795014262,0.0,0,martialarts,0,25146.093567270524,14626.0,75383.0,991.0,32.8,6.7756050868316695
Griffin Jiu Jitsu Academy,84057,40.30166,-111.69627,0.0,0,brazilianjiujitsu,0,120102.69748744702,37620.0,80184.0,6026.0,28.3,16.018075491759703
Heber City Jiu-Jitsu,84032,40.5051481,-111.414043,0.0,0,brazilianjiujitsu,0,97564.46454722152,25328.0,101365.0,4346.0,33.0,17.158875552747947
CT Johnson Personal Training,84092,40.57033,-111.75987,0.0,0,healthtrainers,0,121591.78429952869,28162.0,153333.0,5821.0,42.3,20.669696754491866
Yoga Space,84121,40.6263046264648,-111.831809997559,3.0,1,yoga,0,123506.48869937507,39204.0,114912.0,9072.0,40.1,23.140495867768596
Divine Wellness,84108,40.74576,-111.80897,0.0,0,yoga,0,132325.5493436814,21951.0,120469.0,5217.0,34.0,23.766570999043324
Body Concierge,84060,40.6431503,-111.4939728,0.0,0,yoga,0,107976.84144816006,8575.0,132412.0,2597.0,47.7,30.28571428571429
Thankful Hearts,82930,41.260228,-110.964631,0.0,0,yoga,0,116823.9918199403,,,,,
Tiger Den Dojo,84663,40.151164,-111.609717,0.0,0,karate,0,114848.44621881378,35889.0,88919.0,5339.0,28.1,14.876424531193402
Stoke Coach,84098,40.73387,-111.52816,0.0,0,healthtrainers,0,115749.75850863617,20311.0,171151.0,5789.0,41.9,28.50179705578258
Georgi Tactical Integrations,84653,40.053891,-111.672228,0.0,0,healthtrainers,0,125144.75646301224,11531.0,111420.0,1723.0,29.1,14.942329372994537
Colter Wild Wellness,84058,40.2807159423828,-111.695472717285,0.0,0,reiki,0,126772.13915789803,34706.0,71474.0,5105.0,24.9,14.70927217195874
"HOTWORX - Lindon, UT - City Park",84042,40.3426923,-111.7203137,0.0,0,yoga,0,121386.81667961467,11570.0,104840.0,1935.0,30.1,16.72428694900605
Provo ATA Martial Arts,84606,40.2216,-111.63875,0.0,0,martialarts,0,116869.38611144156,35931.0,52110.0,4057.0,23.2,11.291085692020818
Elevate Fitness,82937,41.29700082284254,-110.33710356134802,0.0,0,gyms,0,93669.76610013873,,,,,
180° Fitness,84601,40.2278137207031,-111.699020385742,0.0,0,healthtrainers,0,124269.77705555955,32871.0,64758.0,4258.0,25.7,12.953667366371574
Jim Klopman's Slackbow Balance Training Centre,84060,40.6589969,-111.5023337,0.0,0,gyms,0,104526.65274023042,8575.0,132412.0,2597.0,47.7,30.28571428571429
Alpine Fitness,84004,40.448977,-111.779317,4.3,16,gyms,0,6008.585890120166,10272.0,156786.0,2231.0,36.7,21.71923676012461
Alpine Physical Therapy,84004,40.450027,-111.777381,5.0,6,physicaltherapy,0,5813.9475331358,10272.0,156786.0,2231.0,36.7,21.71923676012461
Lifted Life Yoga Center,84004,40.44911,-111.77905,4.9,7,yoga,0,5985.317235022017,10272.0,156786.0,2231.0,36.7,21.71923676012461
Paul Tom's Academy Of Mixed Martial Arts,84003,40.3797684,-111.8134232,4.9,10,martialarts,0,11242.81960825928,55259.0,120262.0,10436.0,27.5,18.88561139361914
Momentum Indoor Climbing- Lehi,84043,40.382834,-111.834659,4.6,36,climbing,0,13413.397514033084,81839.0,125598.0,15050.0,26.6,18.38976527083664
"HOTWORX - Highland, UT - Alpine",84003,40.430906,-111.785981,5.0,3,yoga,0,7096.411930697797,55259.0,120262.0,10436.0,27.5,18.88561139361914
CrossFit Lehi,84043,40.3840187,-111.8349131,5.0,7,intervaltraininggyms,0,13350.711486011707,81839.0,125598.0,15050.0,26.6,18.38976527083664
Legends Boxing - Lehi,84043,40.389004375754205,-111.83570423679453,4.9,15,boxing,0,13079.19471317632,81839.0,125598.0,15050.0,26.6,18.38976527083664
Adam Tischler,84062,40.4154205322266,-111.764831542969,5.0,2,healthtrainers,0,6291.440155679491,47489.0,101584.0,7843.0,27.8,16.515403567141863
Crossfit hyperion,84062,40.37088,-111.76829,5.0,6,bootcamps,0,10741.892158870962,47489.0,101584.0,7843.0,27.8,16.515403567141863
The Muscle Bus,84095,40.55238,-111.90678,5.0,5,healthtrainers,0,22674.57241133594,38240.0,123082.0,7350.0,39.0,19.22071129707113
Anytime Fitness,84003,40.43385,-111.78549,3.0,23,gyms,0,6928.561097028622,55259.0,120262.0,10436.0,27.5,18.88561139361914
The Training Room,84003,40.361566,-111.78352,4.3,10,gyms,0,12278.055460009453,55259.0,120262.0,10436.0,27.5,18.88561139361914
The Ninja Playground,84043,40.384176,-111.8341285,3.9,11,challengecourses,0,13287.154115585,81839.0,125598.0,15050.0,26.6,18.38976527083664
Core Fit Studio,84043,40.384176,-111.8341285,5.0,4,gyms,0,13287.154115585,81839.0,125598.0,15050.0,26.6,18.38976527083664
Lawrence Championship Martial Arts,84003,40.3716269,-111.7810942,4.3,6,karate,0,11219.80293751022,55259.0,120262.0,10436.0,27.5,18.88561139361914
Orangetheory Fitness,84003,40.36725,-111.78541,4.4,7,bootcamps,0,11827.149592194697,55259.0,120262.0,10436.0,27.5,18.88561139361914
Work Training Studio,84062,40.354793,-111.772739,5.0,3,circuittraininggyms,0,12526.322188856851,47489.0,101584.0,7843.0,27.8,16.515403567141863
Orangetheory Fitness,84043,40.43125,-111.82546,3.5,13,bootcamps,0,10244.20607513296,81839.0,125598.0,15050.0,26.6,18.38976527083664
Bushi-Ban Martial Arts & Fitness,84003,40.3729,-111.77847,5.0,1,martialarts,0,10982.903096390744,55259.0,120262.0,10436.0,27.5,18.88561139361914
KmacFit,84003,40.36155077393842,-111.78351965058349,5.0,1,healthtrainers,0,12279.492736289536,55259.0,120262.0,10436.0,27.5,18.88561139361914
Peak Performance,84003,40.42941469042721,-111.786451,0.0,0,gyms,0,7206.03202940669,55259.0,120262.0,10436.0,27.5,18.88561139361914
VASA Fitness,84003,40.371746,-111.782269,2.0,132,gyms,0,11263.196653121602,55259.0,120262.0,10436.0,27.5,18.88561139361914
Soleil,84003,40.430838,-111.788803,0.0,0,yoga,0,7323.928309567249,55259.0,120262.0,10436.0,27.5,18.88561139361914
Crossfit Timpanogos,84043,40.3870022900045,-111.829768875463,5.0,1,intervaltraininggyms,0,12803.08502401808,81839.0,125598.0,15050.0,26.6,18.38976527083664
Booth's ATA Black Belt Academy,84003,40.3733836,-111.7866353,3.0,2,karate,0,11322.297493995602,55259.0,120262.0,10436.0,27.5,18.88561139361914
Wolves Den Jiu Jitsu,84003,40.430712,-111.7859,0.0,0,brazilianjiujitsu,0,7107.27092536649,55259.0,120262.0,10436.0,27.5,18.88561139361914
Pure Barre,84003,40.430838,-111.788803,0.0,0,barreclasses,0,7323.928309568516,55259.0,120262.0,10436.0,27.5,18.88561139361914
VASA Fitness - Lehi,84043,40.430043304978575,-111.82307222667929,2.2,11,gyms,0,10087.937484221473,81839.0,125598.0,15050.0,26.6,18.38976527083664
Vista Yoga,84004,40.45256,-111.77925,0.0,0,healthtrainers,0,5965.1367675898355,10272.0,156786.0,2231.0,36.7,21.71923676012461
Alpine Yoga,84004,40.45256,-111.77925,0.0,0,healthtrainers,0,5965.1367675898355,10272.0,156786.0,2231.0,36.7,21.71923676012461
Fitivated Fitness,84020,40.5252265930176,-111.881622314453,0.0,0,healthtrainers,0,11276.307549358586,50159.0,130680.0,10308.0,33.7,20.550648936382306
Alloy Personal Training Highland,84003,40.43105061868705,-111.7858966,0.0,0,healthtrainers,0,7089.38606500942,55259.0,120262.0,10436.0,27.5,18.88561139361914
Thetacore Academy of Combat Martial Arts,84003,40.36865,-111.78863,0.0,0,martialarts,0,11852.51824016998,55259.0,120262.0,10436.0,27.5,18.88561139361914
Elevated CrossFit,84003,40.360789,-111.78962,0.0,0,gyms,0,12625.069998227607,55259.0,120262.0,10436.0,27.5,18.88561139361914
Club Pilates,84062,40.415217141245634,-111.77110212890494,0.0,0,pilates,0,6996.097186666189,47489.0,101584.0,7843.0,27.8,16.515403567141863
Fit by Keri,84093,40.5934753,-111.8323364,0.0,0,healthtrainers,0,15479.010801343242,23998.0,132453.0,5435.0,39.8,22.647720643386947
Athletic Republic - Lehi,84043,40.38602,-111.83356,0.0,0,healthtrainers,0,13127.88313949854,81839.0,125598.0,15050.0,26.6,18.38976527083664
Curves,84062,40.3562698364258,-111.737693786621,0.0,0,gyms,0,11387.060890618961,47489.0,101584.0,7843.0,27.8,16.515403567141863
Evolve Fitness,84043,40.4297264,-111.8311475,0.0,0,gyms,0,10753.587095194876,81839.0,125598.0,15050.0,26.6,18.38976527083664
American Fork Fit Body Boot Camp,84003,40.37875,-111.81373,0.0,0,intervaltraininggyms,0,12366.468930908462,55259.0,120262.0,10436.0,27.5,18.88561139361914
Vertmaxx,84003,40.377986,-111.779551499989,0.0,0,gyms,0,11182.078235728593,55259.0,120262.0,10436.0,27.5,18.88561139361914
Body Solutions,84020,40.514372,-111.841254,0.0,0,physicaltherapy,0,12914.966357325804,50159.0,130680.0,10308.0,33.7,20.550648936382306
Larrucea Martial Arts,84062,40.354171,-111.736262,0.0,0,karate,0,11585.903209986855,47489.0,101584.0,7843.0,27.8,16.515403567141863
Wasatch School of Yoga,84062,40.374533,-111.734407,0.0,0,yoga,0,9340.634547766855,47489.0,101584.0,7843.0,27.8,16.515403567141863
Get Living Fit,84003,40.379711660338664,-111.79419093602294,0.0,0,nutritionists,0,11159.61628369881,55259.0,120262.0,10436.0,27.5,18.88561139361914
Total Health and Fitness,84062,40.3602,-111.76435,0.0,0,weightlosscenters,0,11640.343142498954,47489.0,101584.0,7843.0,27.8,16.515403567141863
The Natural Yogi,84003,40.379711660338664,-111.79419093602294,0.0,0,yoga,0,11159.61628369881,55259.0,120262.0,10436.0,27.5,18.88561139361914
Omega Martial Arts - Vineyard,84062,40.3682998359425,-111.742050981466,0.0,0,taekwondo,0,10167.190785975703,47489.0,101584.0,7843.0,27.8,16.515403567141863
Burn Boot Camp - American Fork,84003,40.37059985204499,-111.7731147737501,0.0,0,gyms,0,10965.933358637625,55259.0,120262.0,10436.0,27.5,18.88561139361914
MyDojo,84003,40.3729,-111.77847,0.0,0,karate,0,10982.903096390744,55259.0,120262.0,10436.0,27.5,18.88561139361914
Shape Up,84043,40.386344909668,-111.836372375488,0.0,0,healthtrainers,0,13294.182244292433,81839.0,125598.0,15050.0,26.6,18.38976527083664
"Paller Fitness Consulting, LLC",84020,40.4879837036133,-111.866722106934,0.0,0,healthtrainers,0,11276.307549358586,50159.0,130680.0,10308.0,33.7,20.550648936382306
Senior Fit Training,84092,40.55093,-111.83692,0.0,0,healthtrainers,0,15086.946915984438,28162.0,153333.0,5821.0,42.3,20.669696754491866
The Park Pilates - Modern Pilates Club,84062,40.35995640880869,-111.7695551,0.0,0,pilates,0,11875.238150073377,47489.0,101584.0,7843.0,27.8,16.515403567141863
Flourish Fitness and Personal Training,84092,40.550677684064034,-111.83122081883047,0.0,0,healthtrainers,0,14733.150258388003,28162.0,153333.0,5821.0,42.3,20.669696754491866
Payne Theory,84062,40.356598470637,-111.7487328,0.0,0,massage_therapy,0,11583.39243398032,47489.0,101584.0,7843.0,27.8,16.515403567141863
Syanna Wand - Personal Trainer,84092,40.5934753,-111.8323364,0.0,0,healthtrainers,0,15479.010801343242,28162.0,153333.0,5821.0,42.3,20.669696754491866
Utah Tora Jutsu,84043,40.378475245800374,-111.79539523385095,0.0,0,martialarts,0,11330.462908630989,81839.0,125598.0,15050.0,26.6,18.38976527083664
The Anatomy of Wellness,84121,40.6251747,-111.8207605,4.9,29,massage,0,16480.387731068444,39204.0,114912.0,9072.0,40.1,23.140495867768596
Mountain Yoga Sandy,84094,40.581649659582894,-111.85228631901076,4.6,66,yoga,0,13570.696406463017,28277.0,102881.0,5258.0,35.5,18.59461753368462
Big Mountain Barbell,84047,40.6121199,-111.911007,5.0,18,healthtrainers,0,19398.23930931648,36573.0,73120.0,6026.0,33.0,16.476635769556776
Absolute MMA,84088,40.6099,-111.93048,5.0,16,martialarts,0,20408.52850015259,38915.0,100532.0,5037.0,34.3,12.943595014775793
Purify Wellness Center,84062,40.35095178486144,-111.76098355998916,4.3,21,yoga,0,15104.786109907534,47489.0,101584.0,7843.0,27.8,16.515403567141863
Momentum Indoor Climbing- Sandy,84070,40.564417706467005,-111.897902,4.0,56,climbing,0,15095.254586236346,30348.0,79414.0,4774.0,32.1,15.730855410570713
Xcel Fitness,84121,40.63959945701111,-111.83302187909852,3.7,75,gyms,0,18351.57569690627,39204.0,114912.0,9072.0,40.1,23.140495867768596
Neighborhood Acupuncture and Healing Arts,84020,40.52259968172675,-111.86464929833544,4.7,12,acupuncture,0,10365.693683662028,50159.0,130680.0,10308.0,33.7,20.550648936382306
Personal Mastery Martial Arts,84093,40.5931945,-111.83078077916794,4.8,18,kickboxing,0,13612.46505202529,23998.0,132453.0,5435.0,39.8,22.647720643386947
Unified Brazilian Jiu Jitsu,84095,40.5616157,-111.9227193,5.0,13,martialarts,0,16699.454637575727,38240.0,123082.0,7350.0,39.0,19.22071129707113
Evolve Wellness Collective,84095,40.562785,-111.903721,4.5,10,yoga,0,15401.608883645398,38240.0,123082.0,7350.0,39.0,19.22071129707113
Orangetheory Fitness,84070,40.56487,-111.89016,4.7,27,bootcamps,0,14593.795706198584,30348.0,79414.0,4774.0,32.1,15.730855410570713
Westwind Karate Schools,84070,40.579011,-111.874025,4.6,10,karate,0,14584.422072816233,30348.0,79414.0,4774.0,32.1,15.730855410570713
Yoga Sunné,84121,40.623697,-111.826592,4.3,26,yoga,0,16511.196941910566,39204.0,114912.0,9072.0,40.1,23.140495867768596
Awaken Studios,84121,40.639136,-111.855087,4.5,16,barreclasses,0,19082.925267263654,39204.0,114912.0,9072.0,40.1,23.140495867768596
Collin Willis Fitness,84020,40.50364,-111.8984059,4.9,14,healthtrainers,0,12561.175403229874,50159.0,130680.0,10308.0,33.7,20.550648936382306
Mindpose,84043,40.38821141606656,-111.8446784,4.4,16,yoga,0,13483.646707988486,81839.0,125598.0,15050.0,26.6,18.38976527083664
Cradle Your Soul Yoga & Massage,84020,40.5274184,-111.8973735,4.7,22,yoga,0,13136.881930079418,50159.0,130680.0,10308.0,33.7,20.550648936382306
WestWind Karate,84047,40.619881,-111.899476,4.6,11,karate,0,19385.7177622643,36573.0,73120.0,6026.0,33.0,16.476635769556776
StayFITT Training,84065,40.5221651,-111.9342555,5.0,8,circuittraininggyms,0,15940.743012182538,50284.0,122809.0,7706.0,35.0,15.32495425980431
TITLE Boxing Club,84121,40.609318,-111.832133,4.1,47,boxing,0,15249.41452111992,39204.0,114912.0,9072.0,40.1,23.140495867768596
Life Center Athletic Club,84094,40.572472,-111.85401,3.8,21,gyms,0,12889.758699104097,28277.0,102881.0,5258.0,35.5,18.59461753368462
Lehi Jujitsu,84043,40.3880615,-111.8501587,5.0,6,martialarts,0,13773.136018328134,81839.0,125598.0,15050.0,26.6,18.38976527083664
Crossfit Sandy,84070,40.5838102,-111.8721781,4.6,9,intervaltraininggyms,0,14857.417280295349,30348.0,79414.0,4774.0,32.1,15.730855410570713
B-Hive Yoga,84047,40.622029,-111.861061,5.0,5,yoga,0,17670.069782166167,36573.0,73120.0,6026.0,33.0,16.476635769556776
Club Pilates,84043,40.4332726738586,-111.8804735,4.6,11,pilates,0,12414.702313498601,81839.0,125598.0,15050.0,26.6,18.38976527083664
Shao Long Academy of Chinese Martial Arts,84047,40.6248341,-111.9016698,5.0,10,chinesemartialarts,0,19927.08503169851,36573.0,73120.0,6026.0,33.0,16.476635769556776
Level Up Martial Arts,84094,40.583597211252155,-111.86245996566372,4.6,7,selfdefenseclasses,0,14288.556916042871,28277.0,102881.0,5258.0,35.5,18.59461753368462
Cactus & Tropicals,84047,40.61114966137915,-111.9107344,5.0,5,gardening,0,19304.776969232895,36573.0,73120.0,6026.0,33.0,16.476635769556776
Orangetheory Fitness,84047,40.6248833713755,-111.855084531006,4.4,46,bootcamps,0,17689.6146350707,36573.0,73120.0,6026.0,33.0,16.476635769556776
Anytime Fitness,84045,40.387930241512,-111.908042427672,4.4,10,gyms,0,17198.227576590853,43369.0,123870.0,7326.0,23.2,16.89225022481496
Planet Fitness,84020,40.5288971,-111.8606257,4.5,10,healthtrainers,0,10351.127535534755,50159.0,130680.0,10308.0,33.7,20.550648936382306
South Jordan Fitness And Aquatic Center,84095,40.5541079498476,-111.939125082471,3.8,21,swimminglessons,0,17541.814243535944,38240.0,123082.0,7350.0,39.0,19.22071129707113
YogaVega,84045,40.385607,-111.914655,5.0,10,yoga,0,17794.878010869532,43369.0,123870.0,7326.0,23.2,16.89225022481496
Cottonwood Heights Community Recreation Center,84121,40.615181,-111.815983,3.3,42,gyms,0,15298.385894857935,39204.0,114912.0,9072.0,40.1,23.140495867768596
Core 7 Fitness Sandy,84094,40.5855427,-111.8629651,4.6,9,yoga,0,14482.899970924918,28277.0,102881.0,5258.0,35.5,18.59461753368462
The Grid Fitness,84042,40.33733,-111.75253,5.0,5,gyms,0,16606.89251463867,11570.0,104840.0,1935.0,30.1,16.72428694900605
Orangetheory Fitness Draper,84020,40.50095,-111.88758,4.6,22,healthtrainers,0,11612.402465571022,50159.0,130680.0,10308.0,33.7,20.550648936382306
Life Time,84095,40.551904,-111.918433,3.1,170,gyms,0,15864.396354591272,38240.0,123082.0,7350.0,39.0,19.22071129707113
Xcite MMA,84065,40.4855,-111.9123,5.0,4,boxing,0,13597.485114880703,50284.0,122809.0,7706.0,35.0,15.32495425980431
Brick Canvas Fitness,84043,40.42566,-111.88876,4.3,9,yoga,0,13408.022115463375,81839.0,125598.0,15050.0,26.6,18.38976527083664
Factum Crossfit Boxing & MMA,84070,40.599141,-111.909688,4.4,7,boxing,0,18306.668519188566,30348.0,79414.0,4774.0,32.1,15.730855410570713
Premier Fitness and Massage,84065,40.48978113897696,-111.91834463496482,5.0,2,healthtrainers,0,14109.384661712715,50284.0,122809.0,7706.0,35.0,15.32495425980431
LoDo Chair Massage,84119,40.69224,-111.94351,5.0,5,massage,0,29913.80543640361,50745.0,66616.0,3943.0,28.8,7.770223667356389
Rio Combat Team Utah,84045,40.39762448379405,-111.91924273946884,5.0,5,brazilianjiujitsu,0,17299.24683882264,43369.0,123870.0,7326.0,23.2,16.89225022481496
Jeremy Horn's Elite Performance MMA,84070,40.5854913,-111.9052229,5.0,4,boxing,0,17016.044787367366,30348.0,79414.0,4774.0,32.1,15.730855410570713
HOTWORX - Draper Peaks,84020,40.52709,-111.88562,3.8,24,yoga,0,12193.615391434998,50159.0,130680.0,10308.0,33.7,20.550648936382306
Treehouse Athletic Club,84020,40.5292015785177,-111.859260540475,3.1,32,gyms,0,10264.008481768225,50159.0,130680.0,10308.0,33.7,20.550648936382306
TruMotion Martial Arts - West Jordan,84088,40.609112,-111.949685,4.5,4,martialarts,0,21582.668194334798,38915.0,100532.0,5037.0,34.3,12.943595014775793
Gracie Barra Sandy,84070,40.58942,-111.87241,4.3,7,brazilianjiujitsu,0,15343.371328809742,30348.0,79414.0,4774.0,32.1,15.730855410570713
Freedom Fitness Boot Camp,84094,40.5815761,-111.8708899,5.0,3,bootcamps,0,14602.398584058303,28277.0,102881.0,5258.0,35.5,18.59461753368462
Massage By Miloh,84109,40.6355344,-111.9382433,5.0,2,yoga,0,22868.288505559958,25879.0,136823.0,6598.0,35.8,25.49557556319796
Black Flag Strength & Fitness,84070,40.59276196596641,-111.87329169329288,5.0,2,gyms,0,15657.752275801926,30348.0,79414.0,4774.0,32.1,15.730855410570713
Chinese Shao-lin Center,84107,40.64167120532328,-111.90027772295662,5.0,2,chinesemartialarts,0,21333.977013131476,37548.0,73469.0,6241.0,35.0,16.621391285820817
US Taekwondo,84070,40.55691782264351,-111.89017600327936,5.0,3,taekwondo,0,14086.086042194102,30348.0,79414.0,4774.0,32.1,15.730855410570713
Intermountain Pilates Training Center,84121,40.6226577758789,-111.834838867188,4.2,5,pilates,0,16676.70772998926,39204.0,114912.0,9072.0,40.1,23.140495867768596
Eclectic Wellness,84094,40.5799,-111.8665,5.0,1,massage_therapy,0,14245.12415429856,28277.0,102881.0,5258.0,35.5,18.59461753368462
VASA Fitness - Riverton,84065,40.521017,-111.940329,2.3,91,gyms,0,16412.74959511337,50284.0,122809.0,7706.0,35.0,15.32495425980431
The HITFIT Gym,84065,40.5228318,-111.9530759,4.0,8,intervaltraininggyms,0,17507.68815499125,50284.0,122809.0,7706.0,35.0,15.32495425980431
Pilates Revolution & Fitness,84020,40.4975145,-111.8848551,5.0,3,pilates,0,11312.94335614151,50159.0,130680.0,10308.0,33.7,20.550648936382306
Total Health and Fitness,84020,40.52724869054448,-111.869541,4.0,5,weightlosscenters,0,10951.09039382193,50159.0,130680.0,10308.0,33.7,20.550648936382306
